payment_id,customer_id,staff_id,rental_id,amount,payment_date
1808,300,1,3074,8.99,2005-08-08 22:48:37
1809,147,1,643,2.99,2005-06-06 10:48:37
1810,251,1,14680,1.99,2005-08-29 06:38:37
1811,449,1,12240,2.99,2005-06-04 18:20:37
1812,41,2,12878,1.99,2005-08-26 14:08:37
1813,223,2,10220,2.99,2005-06-25 21:26:37
1814,252,1,2204,2.99,2005-07-29 06:54:37
1815,490,1,8707,0.99,2005-08-16 15:15:37
1816,449,1,8691,5.99,2005-06-20 21:40:37
1817,361,1,1975,3.99,2005-09-07 02:32:37
1818,338,1,14221,5.99,2005-07-15 15:49:37
1819,213,2,785,5.99,2005-07-18 21:45:37
1820,114,1,936,0.99,2005-09-17 09:07:37
1821,127,1,11467,0.99,2005-09-14 06:19:37
1822,522,1,14679,6.99,2005-06-10 19:45:37
1823,39,2,8283,2.99,2005-09-19 21:53:37
1824,482,1,15819,7.99,2005-05-26 09:54:37
1825,586,1,3930,9.99,2005-08-27 21:51:37
1826,110,1,7797,5.99,2005-07-13 23:59:37
1827,367,1,14208,3.99,2005-06-06 10:37:37
1828,362,2,13187,9.99,2005-07-20 16:54:37
1829,361,2,4381,9.99,2005-09-04 21:23:37
1830,569,2,12015,3.99,2005-09-15 09:22:37
1831,291,1,12118,5.99,2005-09-13 08:41:37
1832,215,1,7355,9.99,2005-09-14 17:52:37
1833,314,1,15066,3.99,2005-06-18 10:04:37
1834,266,1,9376,5.99,2005-06-07 02:09:37
1835,278,1,15301,1.99,2005-06-05 16:37:37
1836,307,1,6760,5.99,2005-07-02 16:44:37
1837,377,2,127,9.99,2005-06-08 23:55:37
1838,148,2,675,7.99,2005-09-17 18:32:37
1839,490,1,15883,8.99,2005-07-03 00:23:37
1840,578,2,12081,8.99,2005-05-30 17:30:37
1841,214,2,12256,8.99,2005-08-21 20:18:37
1842,239,2,10473,9.99,2005-06-02 16:43:37
1843,196,2,6777,1.99,2005-09-15 13:11:37
1844,537,1,12001,9.99,2005-08-15 20:09:37
1845,186,1,1348,0.99,2005-06-25 21:23:37
1846,175,1,13796,2.99,2005-09-18 16:55:37
1847,357,1,13051,2.99,2005-06-30 04:08:37
1848,356,1,10995,1.99,2005-06-15 18:57:37
1849,52,1,14088,0.99,2005-09-21 14:35:37
1850,193,2,14767,8.99,2005-09-01 18:32:37
1851,380,2,14822,9.99,2005-09-04 17:48:37
1852,57,2,12077,3.99,2005-08-14 12:13:37
1853,554,1,15482,0.99,2005-06-06 21:42:37
1854,158,2,2821,9.99,2005-06-03 18:46:37
1855,461,2,7038,4.99,2005-07-07 02:27:37
1856,461,2,2096,3.99,2005-05-29 15:29:37
1857,49,1,10545,3.99,2005-06-08 19:53:37
1858,102,2,11568,7.99,2005-09-11 06:52:37
1859,348,2,15996,7.99,2005-09-16 11:49:37
1860,25,1,14622,3.99,2005-07-16 05:39:37
1861,382,2,12190,0.99,2005-06-26 16:40:37
1862,513,2,10611,9.99,2005-09-19 09:05:37
1863,562,2,12182,4.99,2005-08-27 01:41:37
1864,9,1,8881,0.99,2005-06-10 02:32:37
1865,486,2,15994,6.99,2005-08-07 17:01:37
1866,73,2,10578,6.99,2005-08-07 16:13:37
1867,138,1,13150,9.99,2005-06-13 04:36:37
1868,358,1,13870,6.99,2005-06-15 11:07:37
1869,420,1,15449,1.99,2005-07-30 14:32:37
1870,463,2,4114,3.99,2005-08-09 13:18:37
1871,454,1,13319,1.99,2005-07-12 23:17:37
1872,478,2,1769,9.99,2005-09-16 09:42:37
1873,356,1,738,4.99,2005-06-27 08:55:37
1874,453,2,7770,0.99,2005-05-31 03:57:37
1875,402,2,10300,5.99,2005-08-13 18:20:37
1876,32,1,7916,7.99,2005-07-26 08:24:37
1877,283,2,2624,6.99,2005-06-19 06:40:37
1878,319,1,14397,3.99,2005-06-12 20:30:37
1879,242,1,1451,3.99,2005-08-27 18:37:37
1880,103,1,7360,2.99,2005-08-11 20:02:37
1881,59,2,10866,7.99,2005-06-02 23:46:37
1882,506,1,7372,8.99,2005-09-04 17:38:37
1883,212,2,2506,5.99,2005-09-10 08:08:37
1884,413,1,6728,7.99,2005-07-27 05:48:37
1885,231,2,5313,5.99,2005-07-20 02:56:37
1886,395,1,9564,0.99,2005-09-09 05:03:37
1887,16,2,8137,9.99,2005-05-31 11:19:37
1888,434,1,12393,7.99,2005-07-29 08:54:37
1889,90,1,709,5.99,2005-08-23 10:57:37
1890,369,1,4585,3.99,2005-08-11 04:11:37
1891,315,2,6688,0.99,2005-06-08 14:09:37
1892,463,2,12631,4.99,2005-08-28 23:09:37
1893,241,2,12836,9.99,2005-08-23 12:00:37
1894,577,2,8538,1.99,2005-08-22 13:54:37
1895,302,1,8685,4.99,2005-06-28 13:41:37
1896,445,1,11954,4.99,2005-08-31 04:52:37
1897,208,1,1475,9.99,2005-07-25 06:42:37
1898,342,1,7613,8.99,2005-08-15 16:03:37
1899,5,2,14033,3.99,2005-09-21 17:46:37
1900,414,1,896,5.99,2005-07-07 23:09:37
1901,122,1,8060,9.99,2005-06-27 15:06:37
1902,177,1,2959,2.99,2005-06-30 16:25:37
1903,441,1,8201,6.99,2005-09-16 03:14:37
1904,283,2,558,8.99,2005-07-23 14:09:37
1905,7,1,7191,1.99,2005-07-05 00:51:37
1906,259,2,15360,4.99,2005-06-01 10:12:37
1907,267,2,2274,6.99,2005-06-01 20:27:37
1908,108,2,14469,4.99,2005-09-02 10:13:37
1909,111,1,1985,7.99,2005-05-28 10:47:37
1910,243,2,1658,9.99,2005-08-11 00:48:37
1911,57,2,3240,8.99,2005-08-16 11:31:37
1912,108,2,2077,4.99,2005-08-27 04:19:37
1913,295,2,11436,5.99,2005-08-09 02:44:37
1914,303,2,9858,0.99,2005-09-21 21:32:37
1915,572,1,11573,4.99,2005-08-27 02:35:37
1916,594,2,8729,1.99,2005-09-12 03:30:37
1917,345,2,5676,2.99,2005-06-25 22:24:37
1918,114,1,7286,0.99,2005-09-14 13:05:37
1919,432,2,13577,7.99,2005-08-05 10:43:37
1920,512,1,263,0.99,2005-05-31 05:00:37
1921,508,1,6029,7.99,2005-09-14 17:25:37
1922,503,1,12577,7.99,2005-09-20 15:15:37
1923,389,1,6463,8.99,2005-08-04 22:46:37
1924,68,2,6904,3.99,2005-08-21 06:13:37
1925,352,1,3969,2.99,2005-08-18 20:50:37
1926,133,1,4664,0.99,2005-09-01 03:22:37
1927,196,1,15749,6.99,2005-09-05 22:42:37
1928,85,2,2664,4.99,2005-06-24 17:14:37
1929,283,2,6585,2.99,2005-07-20 16:45:37
1930,554,2,8206,2.99,2005-08-19 21:55:37
1931,114,1,13353,7.99,2005-09-02 21:17:37
1932,381,1,11200,8.99,2005-07-02 23:56:37
1933,434,1,12109,4.99,2005-06-17 02:15:37
1934,80,2,12771,3.99,2005-07-19 02:54:37
1935,315,1,5498,1.99,2005-05-30 06:27:37
1936,301,1,10938,4.99,2005-09-04 10:20:37
1937,298,2,5576,1.99,2005-08-18 06:41:37
1938,273,2,13168,5.99,2005-09-01 03:33:37
1939,139,1,6795,3.99,2005-08-25 20:36:37
1940,587,1,11514,2.99,2005-08-21 22:43:37
1941,448,1,515,3.99,2005-08-13 09:08:37
1942,101,1,3268,7.99,2005-09-01 15:34:37
1943,428,2,9798,2.99,2005-06-07 08:46:37
1944,179,1,575,0.99,2005-08-02 05:01:37
1945,214,2,14023,9.99,2005-07-03 11:12:37
1946,410,2,3053,1.99,2005-08-24 21:33:37
1947,353,1,10119,9.99,2005-06-15 11:45:37
1948,500,1,721,6.99,2005-08-06 09:57:37
1949,489,2,4244,0.99,2005-06-16 14:18:37
1950,491,1,12637,5.99,2005-06-21 19:31:37
1951,440,1,1259,3.99,2005-07-21 16:12:37
1952,24,1,2182,3.99,2005-08-16 18:01:37
1953,314,2,5450,7.99,2005-05-27 18:22:37
1954,475,2,916,5.99,2005-06-30 18:16:37
1955,534,2,7006,9.99,2005-08-14 16:36:37
1956,412,2,4474,1.99,2005-08-24 05:16:37
1957,355,1,11320,5.99,2005-09-06 17:47:37
1958,300,1,12644,2.99,2005-06-06 15:26:37
1959,297,1,12474,1.99,2005-09-18 09:38:37
1960,337,2,7018,0.99,2005-05-27 22:20:37
1961,517,1,9573,2.99,2005-07-26 13:42:37
1962,478,1,1063,4.99,2005-09-18 22:53:37
1963,237,2,12018,5.99,2005-06-03 14:41:37
1964,567,2,15178,7.99,2005-08-30 02:31:37
1965,258,1,7901,8.99,2005-09-06 23:08:37
1966,232,1,14829,5.99,2005-06-03 05:11:37
1967,402,2,11846,9.99,2005-07-21 05:40:37
1968,31,2,7067,9.99,2005-06-27 03:25:37
1969,336,2,7766,7.99,2005-07-20 15:52:37
1970,50,2,9447,1.99,2005-05-27 05:30:37
1971,274,2,15751,0.99,2005-07-14 22:46:37
1972,474,1,12943,3.99,2005-09-08 07:52:37
1973,348,1,14525,5.99,2005-09-01 05:19:37
1974,324,1,13987,6.99,2005-08-01 19:05:37
1975,83,1,14203,4.99,2005-05-25 15:05:37
1976,518,1,15003,8.99,2005-06-13 03:16:37
1977,266,2,6152,5.99,2005-07-02 11:00:37
1978,313,2,8069,1.99,2005-05-28 16:24:37
1979,231,1,6488,8.99,2005-06-15 04:09:37
1980,35,2,14140,8.99,2005-08-19 06:12:37
1981,356,2,12098,6.99,2005-06-03 12:35:37
1982,457,1,121,2.99,2005-07-05 13:06:37
1983,280,1,4053,9.99,2005-09-21 03:58:37
1984,209,2,15935,9.99,2005-09-17 13:53:37
1985,453,2,11762,6.99,2005-06-19 06:25:37
1986,428,2,8572,9.99,2005-06-09 07:07:37
1987,373,1,9539,8.99,2005-08-06 12:05:37
1988,323,2,14229,7.99,2005-06-07 16:44:37
1989,264,2,10931,1.99,2005-09-16 04:30:37
1990,591,1,10434,1.99,2005-06-30 04:15:37
1991,380,2,355,8.99,2005-09-06 08:13:37
1992,81,1,2538,3.99,2005-06-04 06:43:37
1993,524,2,14163,0.99,2005-07-31 03:46:37
1994,592,2,13296,1.99,2005-06-07 02:08:37
1995,74,2,11085,3.99,2005-07-07 08:24:37
1996,546,2,13919,2.99,2005-07-09 23:48:37
1997,217,2,12481,8.99,2005-09-14 05:36:37
1998,257,2,614,7.99,2005-05-25 23:08:37
1999,519,1,10855,7.99,2005-06-23 13:30:37
2000,273,1,573,7.99,2005-09-17 19:27:37
2001,588,1,13595,1.99,2005-06-15 11:07:37
2002,198,1,5099,1.99,2005-09-02 00:11:37
2003,106,2,9087,3.99,2005-07-07 17:32:37
2004,403,1,7969,1.99,2005-07-15 19:24:37
2005,34,2,2147,9.99,2005-07-21 14:56:37
2006,451,1,9213,8.99,2005-07-25 12:02:37
2007,86,1,9102,4.99,2005-08-01 18:46:37
2008,488,1,6103,5.99,2005-06-01 09:48:37
2009,494,1,541,7.99,2005-08-15 04:46:37
2010,185,1,3502,3.99,2005-07-09 16:55:37
2011,277,2,8235,8.99,2005-06-24 00:01:37
2012,499,2,11530,8.99,2005-09-21 02:44:37
2013,164,2,6013,4.99,2005-06-22 15:25:37
2014,504,2,1494,8.99,2005-06-30 18:20:37
2015,105,1,1172,1.99,2005-06-03 07:51:37
2016,286,2,11910,8.99,2005-07-14 06:29:37
2017,253,1,14211,6.99,2005-06-04 11:32:37
2018,258,2,14715,1.99,2005-06-07 23:07:37
2019,271,1,217,9.99,2005-06-25 04:09:37
2020,348,2,10586,9.99,2005-08-27 09:17:37
2021,531,2,9911,8.99,2005-07-08 09:55:37
2022,136,1,2242,2.99,2005-06-22 07:14:37
2023,303,1,890,9.99,2005-07-08 04:31:37
2024,268,2,13985,1.99,2005-06-04 20:20:37
2025,402,1,12672,3.99,2005-06-11 17:02:37
2026,127,1,5098,7.99,2005-07-31 15:43:37
2027,128,2,11635,0.99,2005-09-11 08:34:37
2028,294,2,15206,4.99,2005-06-14 05:56:37
2029,542,2,10632,2.99,2005-08-06 01:03:37
2030,588,1,14476,0.99,2005-07-31 15:47:37
2031,513,2,3282,7.99,2005-07-28 06:44:37
2032,513,1,2265,1.99,2005-07-15 05:40:37
2033,373,2,14317,9.99,2005-07-20 13:48:37
2034,332,2,7797,9.99,2005-08-09 03:43:37
2035,314,2,15008,3.99,2005-08-20 06:07:37
2036,520,2,9972,6.99,2005-09-19 15:32:37
2037,360,2,1259,1.99,2005-08-31 20:51:37
2038,305,1,1549,0.99,2005-06-06 10:48:37
2039,50,2,13471,9.99,2005-06-09 11:49:37
2040,194,1,13687,7.99,2005-09-22 01:15:37
2041,60,1,5763,4.99,2005-09-10 18:27:37
2042,80,1,12470,8.99,2005-06-30 07:30:37
2043,488,2,3986,6.99,2005-08-29 19:17:37
2044,15,2,11621,8.99,2005-06-19 04:46:37
2045,190,1,7596,8.99,2005-09-03 01:54:37
2046,443,2,9468,1.99,2005-08-21 20:26:37
2047,187,1,1464,8.99,2005-06-09 19:00:37
2048,220,2,1421,1.99,2005-06-21 10:34:37
2049,293,2,10550,6.99,2005-07-30 04:19:37
2050,110,1,15831,4.99,2005-06-27 01:34:37
2051,61,2,6804,0.99,2005-09-21 08:12:37
2052,431,2,95,0.99,2005-07-13 06:26:37
2053,372,1,10175,6.99,2005-08-09 19:45:37
2054,62,2,7979,1.99,2005-08-14 14:37:37
2055,455,1,5960,8.99,2005-08-18 21:45:37
2056,567,2,2021,2.99,2005-06-10 20:16:37
2057,2,2,10056,1.99,2005-09-13 08:03:37
2058,551,1,13644,6.99,2005-06-27 07:29:37
2059,435,2,14122,3.99,2005-08-19 02:27:37
2060,317,2,3307,6.99,2005-07-04 04:10:37
2061,432,2,6069,4.99,2005-09-19 22:36:37
2062,169,2,739,7.99,2005-06-26 01:20:37
2063,451,2,3721,4.99,2005-08-07 17:43:37
2064,442,1,14867,4.99,2005-08-27 06:58:37
2065,11,1,7158,5.99,2005-06-17 08:41:37
2066,506,1,2174,2.99,2005-07-06 08:56:37
2067,34,2,8804,4.99,2005-05-27 14:16:37
2068,68,2,4135,7.99,2005-07-14 22:28:37
2069,158,1,1037,1.99,2005-08-15 02:45:37
2070,270,2,2850,0.99,2005-08-16 03:24:37
2071,30,1,2212,2.99,2005-07-09 06:10:37
2072,247,1,15916,7.99,2005-08-17 04:24:37
2073,268,1,13891,7.99,2005-07-16 17:04:37
2074,13,1,1608,6.99,2005-06-26 16:06:37
2075,141,1,5833,3.99,2005-07-23 07:33:37
2076,526,1,7177,0.99,2005-08-15 19:21:37
2077,45,1,7040,9.99,2005-09-14 19:30:37
2078,247,1,4964,2.99,2005-07-15 18:31:37
2079,16,1,9605,0.99,2005-08-04 12:40:37
2080,5,2,6785,2.99,2005-09-03 08:04:37
2081,42,1,11534,7.99,2005-09-13 05:26:37
2082,598,2,11001,3.99,2005-09-02 02:19:37
2083,36,1,1424,0.99,2005-07-29 12:21:37
2084,50,2,15271,0.99,2005-06-22 03:34:37
2085,267,1,12483,1.99,2005-07-26 21:50:37
2086,536,2,7903,5.99,2005-08-04 12:31:37
2087,226,2,12159,7.99,2005-07-21 20:26:37
2088,344,1,2445,2.99,2005-08-31 05:29:37
2089,342,2,10774,6.99,2005-06-02 09:03:37
2090,387,2,3784,3.99,2005-06-14 22:39:37
2091,278,2,8730,9.99,2005-09-18 07:12:37
2092,561,1,4984,7.99,2005-07-02 14:22:37
2093,409,2,13153,7.99,2005-08-19 19:49:37
2094,494,2,13190,5.99,2005-06-18 23:13:37
2095,4,2,7561,3.99,2005-09-08 05:36:37
2096,443,2,5376,8.99,2005-09-09 18:08:37
2097,344,1,14997,7.99,2005-08-25 04:27:37
2098,169,1,9398,4.99,2005-06-09 08:08:37
2099,465,2,6617,7.99,2005-07-07 11:25:37
2100,403,2,7217,4.99,2005-07-05 06:26:37
2101,11,1,13894,8.99,2005-06-04 03:45:37
2102,276,2,12789,4.99,2005-08-29 06:13:37
2103,64,2,13711,7.99,2005-09-15 23:27:37
2104,531,2,1575,5.99,2005-07-01 04:24:37
2105,313,1,4752,4.99,2005-09-13 11:45:37
2106,558,2,9979,0.99,2005-06-12 20:48:37
2107,500,2,4972,5.99,2005-06-19 16:03:37
2108,572,2,11088,3.99,2005-06-29 10:37:37
2109,337,2,4631,7.99,2005-09-21 20:26:37
2110,242,2,326,8.99,2005-08-23 22:40:37
2111,100,1,11323,7.99,2005-06-04 02:33:37
2112,185,2,15655,0.99,2005-07-24 20:04:37
2113,533,2,354,6.99,2005-05-29 14:52:37
2114,571,1,4417,1.99,2005-05-29 20:55:37
2115,69,1,11216,4.99,2005-08-23 21:17:37
2116,218,2,9860,2.99,2005-07-04 12:45:37
2117,587,1,10823,4.99,2005-05-26 20:00:37
2118,537,2,3669,7.99,2005-07-04 06:42:37
2119,539,1,9898,0.99,2005-06-27 01:41:37
2120,299,1,10194,7.99,2005-09-17 06:01:37
2121,372,1,6844,7.99,2005-05-31 14:28:37
2122,13,2,10921,0.99,2005-05-26 09:43:37
2123,175,1,12094,4.99,2005-08-04 00:57:37
2124,333,2,2721,0.99,2005-07-19 12:58:37
2125,22,1,11837,0.99,2005-08-05 10:46:37
2126,354,2,21,2.99,2005-08-16 17:22:37
2127,498,2,204,2.99,2005-08-18 10:42:37
2128,483,2,5265,3.99,2005-06-18 12:33:37
2129,246,1,10354,5.99,2005-05-31 23:29:37
2130,337,2,15339,4.99,2005-09-15 10:12:37
2131,401,2,2407,8.99,2005-07-05 02:13:37
2132,37,1,12746,7.99,2005-06-04 17:43:37
2133,95,1,11448,3.99,2005-09-13 16:40:37
2134,327,1,10875,6.99,2005-08-24 08:46:37
2135,596,1,13694,7.99,2005-05-28 23:38:37
2136,78,1,7410,8.99,2005-07-21 19:50:37
2137,60,2,13388,9.99,2005-06-21 05:54:37
2138,320,1,418,0.99,2005-08-21 23:37:37
2139,238,1,4129,5.99,2005-08-16 21:34:37
2140,61,2,15930,0.99,2005-08-25 13:31:37
2141,139,1,8277,4.99,2005-09-08 06:56:37
2142,303,2,10788,5.99,2005-06-11 07:57:37
2143,488,2,12116,3.99,2005-09-21 12:13:37
2144,423,1,4616,7.99,2005-09-08 18:29:37
2145,546,2,14616,4.99,2005-08-13 20:48:37
2146,594,2,9125,8.99,2005-08-17 04:23:37
2147,377,2,832,5.99,2005-08-05 01:47:37
2148,68,1,12091,7.99,2005-06-03 19:01:37
2149,29,1,10489,9.99,2005-07-30 22:05:37
2150,2,2,1295,4.99,2005-07-23 15:19:37
2151,191,1,7081,3.99,2005-07-05 07:34:37
2152,372,1,3841,2.99,2005-08-15 05:17:37
2153,362,1,10777,5.99,2005-06-04 06:26:37
2154,169,2,13984,1.99,2005-06-22 19:07:37
2155,494,2,1151,1.99,2005-07-18 23:17:37
2156,31,1,7688,7.99,2005-07-19 21:55:37
2157,595,1,11190,8.99,2005-08-22 06:53:37
2158,362,1,14330,4.99,2005-07-11 08:32:37
2159,163,2,2656,1.99,2005-07-29 22:17:37
2160,159,1,3015,2.99,2005-06-24 12:03:37
2161,507,1,13541,6.99,2005-07-03 23:47:37
2162,300,1,4092,5.99,2005-07-24 16:43:37
2163,337,1,11109,0.99,2005-08-04 06:16:37
2164,445,1,10236,9.99,2005-09-23 03:13:37
2165,148,2,10545,4.99,2005-08-30 08:15:37
2166,130,1,12631,0.99,2005-07-08 05:16:37
2167,237,2,9638,0.99,2005-06-21 01:12:37
2168,593,1,2479,6.99,2005-06-24 05:36:37
2169,527,1,11421,3.99,2005-09-10 00:45:37
2170,399,2,357,7.99,2005-07-10 22:50:37
2171,78,2,231,2.99,2005-05-26 11:50:37
2172,242,1,13892,7.99,2005-05-31 11:45:37
2173,9,2,13034,5.99,2005-06-03 02:50:37
2174,506,1,11613,4.99,2005-06-17 00:13:37
2175,188,2,5535,8.99,2005-06-08 20:21:37
2176,354,1,7185,2.99,2005-08-26 05:58:37
2177,102,2,8868,8.99,2005-07-29 11:09:37
2178,57,1,2292,3.99,2005-08-30 11:47:37
2179,498,1,11891,8.99,2005-07-24 01:35:37
2180,275,2,15083,9.99,2005-08-13 20:55:37
2181,218,1,5340,3.99,2005-09-11 08:10:37
2182,138,1,10413,6.99,2005-07-26 12:43:37
2183,221,1,8435,3.99,2005-07-07 01:15:37
2184,509,2,6319,2.99,2005-06-10 21:12:37
2185,195,2,14300,8.99,2005-08-05 17:13:37
2186,507,2,48,9.99,2005-06-12 02:06:37
2187,72,1,2960,9.99,2005-07-29 07:35:37
2188,191,1,10047,3.99,2005-09-02 03:00:37
2189,395,2,590,7.99,2005-07-22 11:24:37
2190,335,2,12482,9.99,2005-09-05 23:01:37
2191,235,2,6566,2.99,2005-09-18 15:13:37
2192,369,1,4810,6.99,2005-07-26 01:30:37
2193,119,1,8811,7.99,2005-08-01 16:41:37
2194,522,2,2279,6.99,2005-08-12 04:03:37
2195,201,1,809,6.99,2005-07-11 01:25:37
2196,535,1,1879,8.99,2005-07-25 05:32:37
2197,438,2,2519,9.99,2005-07-06 08:51:37
2198,296,1,2364,2.99,2005-06-26 20:01:37
2199,334,1,8555,3.99,2005-07-20 15:46:37
2200,481,1,14795,1.99,2005-05-31 12:48:37
2201,29,1,14623,0.99,2005-07-16 14:38:37
2202,138,2,11305,3.99,2005-08-29 16:20:37
2203,107,2,6293,1.99,2005-06-21 20:50:37
2204,569,2,8798,0.99,2005-08-08 06:25:37
2205,293,1,13482,2.99,2005-08-31 12:56:37
2206,478,1,3675,8.99,2005-06-17 20:49:37
2207,170,2,202,6.99,2005-09-19 22:07:37
2208,208,2,40,8.99,2005-08-15 10:35:37
2209,509,1,355,8.99,2005-07-10 17:14:37
2210,450,2,150,9.99,2005-06-11 20:52:37
2211,400,1,4695,0.99,2005-05-28 12:10:37
2212,453,2,5979,6.99,2005-07-03 18:38:37
2213,423,2,7564,1.99,2005-06-03 20:26:37
2214,523,1,113,8.99,2005-06-14 02:01:37
2215,578,1,11010,8.99,2005-05-30 17:10:37
2216,220,2,12535,6.99,2005-09-18 21:35:37
2217,496,2,2829,0.99,2005-09-13 01:32:37
2218,16,2,13414,0.99,2005-05-31 22:17:37
2219,573,1,3694,8.99,2005-07-15 15:17:37
2220,319,2,13248,2.99,2005-05-31 22:50:37
2221,77,2,7946,1.99,2005-09-13 07:32:37
2222,334,2,12071,2.99,2005-09-21 23:26:37
2223,279,2,12110,9.99,2005-09-01 08:54:37
2224,255,2,12643,5.99,2005-06-29 18:47:37
2225,577,1,12432,8.99,2005-06-11 04:23:37
2226,508,1,15200,1.99,2005-08-03 04:53:37
2227,273,1,9767,4.99,2005-08-12 07:34:37
2228,501,1,4683,2.99,2005-08-03 10:12:37
2229,84,2,9253,6.99,2005-08-01 06:05:37
2230,288,2,6349,8.99,2005-08-27 12:07:37
2231,306,2,13720,2.99,2005-06-10 12:28:37
2232,44,1,1687,6.99,2005-07-18 16:37:37
2233,168,1,9808,5.99,2005-08-27 16:12:37
2234,380,1,8275,0.99,2005-09-23 07:28:37
2235,300,1,9443,8.99,2005-08-31 21:49:37
2236,158,1,147,4.99,2005-09-13 04:33:37
2237,317,1,15611,1.99,2005-07-27 22:42:37
2238,297,2,4618,0.99,2005-09-05 09:22:37
2239,262,1,3424,1.99,2005-06-20 11:04:37
2240,579,2,12483,6.99,2005-08-28 06:30:37
2241,28,2,1892,8.99,2005-07-20 02:36:37
2242,539,2,14709,4.99,2005-07-05 05:30:37
2243,257,1,13938,9.99,2005-07-29 22:19:37
2244,59,2,4895,7.99,2005-08-22 23:03:37
2245,573,1,7563,7.99,2005-08-13 15:56:37
2246,110,1,2187,3.99,2005-06-27 06:02:37
2247,478,1,10611,8.99,2005-06-21 01:02:37
2248,130,2,10656,2.99,2005-07-06 16:26:37
2249,484,2,2497,7.99,2005-06-13 01:26:37
2250,209,1,11731,6.99,2005-08-05 00:44:37
2251,79,2,9416,2.99,2005-08-15 17:48:37
2252,300,2,13434,5.99,2005-09-14 12:14:37
2253,172,2,8135,3.99,2005-09-22 22:52:37
2254,214,2,10616,1.99,2005-06-22 01:56:37
2255,510,2,3251,6.99,2005-05-26 17:35:37
2256,106,1,15456,6.99,2005-09-11 02:48:37
2257,102,1,3257,2.99,2005-07-26 15:33:37
2258,383,1,5589,5.99,2005-06-02 08:16:37
2259,451,2,2528,4.99,2005-08-18 08:08:37
2260,428,2,14242,9.99,2005-08-22 02:36:37
2261,438,2,10486,0.99,2005-09-04 12:41:37
2262,397,1,14333,7.99,2005-07-10 20:42:37
2263,423,2,585,9.99,2005-07-14 18:55:37
2264,92,2,3382,2.99,2005-08-30 02:57:37
2265,410,1,4918,7.99,2005-07-31 10:24:37
2266,408,2,8014,2.99,2005-08-30 01:35:37
2267,280,1,12027,3.99,2005-07-20 21:30:37
2268,468,2,15502,3.99,2005-07-06 04:04:37
2269,443,1,14293,0.99,2005-07-14 05:28:37
2270,86,2,14751,8.99,2005-07-16 18:31:37
2271,96,2,11921,6.99,2005-08-20 20:11:37
2272,325,1,14390,3.99,2005-06-21 22:24:37
2273,278,1,7613,2.99,2005-06-26 19:26:37
2274,151,2,2456,3.99,2005-09-05 13:49:37
2275,406,2,7539,0.99,2005-06-10 11:07:37
2276,189,1,11121,6.99,2005-07-07 08:41:37
2277,588,2,11615,1.99,2005-06-28 13:10:37
2278,148,1,10100,1.99,2005-09-19 13:24:37
2279,557,2,3643,8.99,2005-06-21 20:21:37
2280,378,1,4786,0.99,2005-07-20 17:38:37
2281,71,2,9475,9.99,2005-07-18 04:46:37
2282,369,1,3318,5.99,2005-05-30 02:55:37
2283,231,2,13943,1.99,2005-09-11 04:53:37
2284,380,1,11963,1.99,2005-07-28 18:51:37
2285,340,1,1466,8.99,2005-08-28 23:37:37
2286,398,1,3883,5.99,2005-07-05 02:48:37
2287,97,1,4850,1.99,2005-08-19 21:44:37
2288,352,1,15046,5.99,2005-08-02 05:59:37
2289,189,2,12804,9.99,2005-07-15 09:32:37
2290,3,1,12069,2.99,2005-06-07 19:13:37
2291,481,2,9955,5.99,2005-06-03 12:58:37
2292,268,1,14992,8.99,2005-09-10 14:28:37
2293,597,1,3998,2.99,2005-08-26 02:50:37
2294,117,1,10061,9.99,2005-08-19 17:39:37
2295,543,2,15178,6.99,2005-06-11 00:17:37
2296,481,1,108,4.99,2005-08-16 12:22:37
2297,241,2,1563,5.99,2005-08-31 12:30:37
2298,577,2,322,3.99,2005-08-12 20:06:37
2299,110,2,10243,3.99,2005-08-30 19:02:37
2300,536,2,3326,7.99,2005-08-03 15:41:37
2301,501,1,11703,0.99,2005-08-09 23:17:37
2302,348,2,6540,9.99,2005-06-17 15:26:37
2303,29,2,4094,4.99,2005-06-12 16:07:37
2304,195,1,2173,8.99,2005-08-17 19:00:37
2305,525,2,12019,2.99,2005-09-08 06:37:37
2306,157,1,4411,0.99,2005-09-11 07:06:37
2307,278,1,7304,6.99,2005-06-14 02:20:37
2308,38,2,4645,4.99,2005-05-28 01:00:37
2309,524,2,3032,9.99,2005-06-12 18:12:37
2310,384,2,10745,3.99,2005-07-05 07:17:37
2311,381,2,7311,2.99,2005-07-07 12:21:37
2312,83,2,4440,5.99,2005-08-22 03:18:37
2313,562,1,12873,8.99,2005-06-23 01:53:37
2314,418,1,1336,7.99,2005-07-29 09:19:37
2315,343,2,4541,8.99,2005-08-27 12:55:37
2316,583,2,2816,6.99,2005-08-01 03:14:37
2317,548,2,6521,4.99,2005-08-09 09:12:37
2318,120,2,7531,0.99,2005-06-18 21:26:37
2319,536,1,8202,8.99,2005-06-08 12:03:37
2320,536,2,11292,9.99,2005-08-05 21:27:37
2321,375,2,3249,6.99,2005-09-19 03:16:37
2322,105,2,5206,9.99,2005-05-25 13:52:37
2323,551,2,11693,5.99,2005-08-12 22:34:37
2324,277,2,13169,4.99,2005-08-07 15:31:37
2325,551,2,7539,0.99,2005-07-26 05:04:37
2326,145,1,6723,2.99,2005-08-23 15:13:37
